status_bucket,num_goals,language,avg_goal_difficulty,nav_hours,poverty_hours,total_hours_lost,lifetime_hours,lifetime_days
permanent_resident,2,es,11.5,25.4,512.4,537.8,10756.0,1344.5
DACA,4,es,10.5,28.7,714.6,743.3,14866.0,1858.2
undocumented,3,en,13.67,28.4,758.2,786.6,15732.0,1966.5
citizen,2,en,13.5,13.8,254.7,268.5,5370.0,671.2
undocumented,4,es,10.5,32.7,1051.5,1084.2,21684.0,2710.5
undocumented,3,es,9.33,33.0,1033.6,1066.6,21332.0,2666.5
permanent_resident,1,es,18.0,17.9,511.0,528.9,10578.0,1322.2
DACA,2,en,13.0,22.8,530.6,553.4,11068.0,1383.5
DACA,3,es,13.0,31.4,707.0,738.4,14768.0,1846.0
citizen,2,es,13.0,22.3,369.7,392.0,7840.0,980.0
citizen,5,en,12.0,8.0,247.8,255.8,5116.0,639.5
permanent_resident,3,es,11.33,23.5,470.7,494.2,9884.0,1235.5
DACA,5,en,12.0,24.9,488.2,513.1,10262.0,1282.8
citizen,1,es,18.0,26.4,385.3,411.7,8234.0,1029.2
permanent_resident,1,en,12.0,17.0,336.8,353.8,7076.0,884.5
citizen,5,es,12.0,15.2,322.5,337.7,6754.0,844.2
DACA,1,es,18.0,43.8,689.8,733.6,14672.0,1834.0
permanent_resident,5,es,12.0,24.6,601.5,626.1,12522.0,1565.2
DACA,3,es,10.0,16.8,675.8,692.6,13852.0,1731.5
permanent_resident,3,en,14.67,28.4,316.0,344.4,6888.0,861.0
undocumented,3,es,10.0,32.8,1050.7,1083.5,21670.0,2708.8
citizen,1,es,14.0,23.2,387.3,410.5,8210.0,1026.2
DACA,1,es,12.0,30.2,710.8,741.0,14820.0,1852.5
undocumented,2,es,8.0,30.7,1041.5,1072.2,21444.0,2680.5
DACA,4,en,12.0,22.9,491.2,514.1,10282.0,1285.2
permanent_resident,5,en,12.0,13.0,374.0,387.0,7740.0,967.5
undocumented,2,es,11.5,35.3,1038.8,1074.1,21482.0,2685.2
undocumented,2,es,11.5,33.4,1032.3,1065.7,21314.0,2664.2
permanent_resident,4,en,10.5,9.6,378.0,387.6,7752.0,969.0
DACA,4,en,11.5,23.4,492.4,515.8,10316.0,1289.5
undocumented,2,en,11.5,28.0,744.1,772.1,15442.0,1930.2
permanent_resident,3,es,13.0,24.8,488.5,513.3,10266.0,1283.2
citizen,1,es,9.0,19.4,367.0,386.4,7728.0,966.0
permanent_resident,2,en,16.0,20.4,333.1,353.5,7070.0,883.8
undocumented,1,es,7.0,24.9,1055.3,1080.2,21604.0,2700.5
permanent_resident,3,en,13.67,17.9,422.9,440.8,8816.0,1102.0
permanent_resident,3,en,11.0,13.4,328.1,341.5,6830.0,853.8
citizen,1,es,9.0,18.3,371.7,390.0,7800.0,975.0
DACA,3,es,9.33,23.8,706.7,730.5,14610.0,1826.2
citizen,1,en,12.0,14.8,272.3,287.1,5742.0,717.8
DACA,3,es,13.0,32.0,736.3,768.3,15366.0,1920.8
undocumented,3,es,11.33,31.6,1040.0,1071.6,21432.0,2679.0
undocumented,4,en,10.5,22.0,752.0,774.0,15480.0,1935.0
undocumented,1,es,7.0,21.2,1045.1,1066.3,21326.0,2665.8
DACA,4,en,12.75,12.7,512.9,525.6,10512.0,1314.0
citizen,1,es,7.0,3.5,394.9,398.4,7968.0,996.0
citizen,5,es,12.0,21.7,350.0,371.7,7434.0,929.2
citizen,5,en,12.0,16.0,322.6,338.6,6772.0,846.5
undocumented,1,en,9.0,21.8,742.3,764.1,15282.0,1910.2
permanent_resident,4,en,12.0,25.0,333.6,358.6,7172.0,896.5
citizen,5,es,12.0,19.1,357.0,376.1,7522.0,940.2
DACA,4,en,12.75,23.5,429.5,453.0,9060.0,1132.5
citizen,5,es,12.0,16.6,364.8,381.4,7628.0,953.5
permanent_resident,3,es,11.0,26.0,494.7,520.7,10414.0,1301.8
DACA,4,en,12.0,19.0,511.9,530.9,10618.0,1327.2
citizen,1,en,18.0,17.3,265.8,283.1,5662.0,707.8
permanent_resident,2,es,12.5,28.7,487.7,516.4,10328.0,1291.0
citizen,3,es,9.33,18.5,356.1,374.6,7492.0,936.5
citizen,5,es,12.0,15.7,416.0,431.7,8634.0,1079.2
permanent_resident,3,en,13.0,19.7,353.6,373.3,7466.0,933.2
undocumented,1,en,7.0,15.2,744.0,759.2,15184.0,1898.0
undocumented,5,en,12.0,31.5,758.5,790.0,15800.0,1975.0
citizen,2,es,13.5,21.4,371.3,392.7,7854.0,981.8
undocumented,1,es,14.0,38.7,1029.7,1068.4,21368.0,2671.0
DACA,2,en,11.5,21.5,485.5,507.0,10140.0,1267.5
citizen,3,es,11.67,17.6,351.2,368.8,7376.0,922.0
citizen,3,en,10.0,6.7,271.1,277.8,5556.0,694.5
permanent_resident,2,en,13.5,20.2,302.7,322.9,6458.0,807.2
permanent_resident,1,en,14.0,20.3,368.9,389.2,7784.0,973.0
permanent_resident,4,en,12.75,18.1,336.6,354.7,7094.0,886.8
undocumented,2,es,10.5,33.8,1040.1,1073.9,21478.0,2684.8
undocumented,1,es,14.0,39.3,1049.1,1088.4,21768.0,2721.0
permanent_resident,3,en,13.67,18.1,347.5,365.6,7312.0,914.0
permanent_resident,2,en,10.5,13.8,308.6,322.4,6448.0,806.0
undocumented,3,en,11.0,25.6,761.9,787.5,15750.0,1968.8
DACA,2,en,15.0,26.1,393.7,419.8,8396.0,1049.5
permanent_resident,3,es,10.0,21.1,463.0,484.1,9682.0,1210.2
permanent_resident,3,en,9.33,10.4,338.0,348.4,6968.0,871.0
DACA,5,en,12.0,17.9,514.2,532.1,10642.0,1330.2
undocumented,4,en,12.75,31.6,751.9,783.5,15670.0,1958.8
permanent_resident,2,es,12.5,24.4,498.2,522.6,10452.0,1306.5
undocumented,1,en,14.0,32.7,766.6,799.3,15986.0,1998.2
permanent_resident,1,en,14.0,8.6,401.1,409.7,8194.0,1024.2
citizen,3,en,14.67,9.3,315.6,324.9,6498.0,812.2
undocumented,3,en,13.0,31.8,736.2,768.0,15360.0,1920.0
undocumented,2,es,12.5,40.5,1043.0,1083.5,21670.0,2708.8
undocumented,4,en,11.5,29.6,753.5,783.1,15662.0,1957.8
citizen,1,en,7.0,8.0,265.8,273.8,5476.0,684.5
citizen,3,en,13.67,19.2,259.6,278.8,5576.0,697.0
citizen,3,es,13.67,27.5,401.8,429.3,8586.0,1073.2
permanent_resident,1,es,18.0,12.7,579.7,592.4,11848.0,1481.0
undocumented,2,en,16.0,37.7,769.9,807.6,16152.0,2019.0
DACA,3,en,10.0,22.1,483.7,505.8,10116.0,1264.5
permanent_resident,2,es,15.0,22.0,487.3,509.3,10186.0,1273.2
permanent_resident,5,en,12.0,12.5,357.7,370.2,7404.0,925.5
citizen,2,es,13.5,6.1,435.5,441.6,8832.0,1104.0
DACA,2,en,16.0,46.0,503.1,549.1,10982.0,1372.8
permanent_resident,1,en,9.0,10.2,350.9,361.1,7222.0,902.8
permanent_resident,5,en,12.0,18.0,362.3,380.3,7606.0,950.8
permanent_resident,2,en,10.5,13.1,339.8,352.9,7058.0,882.2
citizen,3,es,9.33,21.7,315.3,337.0,6740.0,842.5
undocumented,1,en,18.0,48.4,798.2,846.6,16932.0,2116.5
permanent_resident,1,en,7.0,9.6,285.5,295.1,5902.0,737.8
DACA,2,en,10.5,19.3,513.8,533.1,10662.0,1332.8
citizen,1,en,9.0,12.1,266.9,279.0,5580.0,697.5
DACA,2,en,16.0,30.0,480.8,510.8,10216.0,1277.0
undocumented,3,es,12.33,34.7,1063.3,1098.0,21960.0,2745.0
undocumented,2,en,11.5,29.4,754.4,783.8,15676.0,1959.5
undocumented,4,en,13.25,34.2,740.8,775.0,15500.0,1937.5
citizen,1,en,9.0,10.7,250.8,261.5,5230.0,653.8
undocumented,2,en,16.0,41.9,742.1,784.0,15680.0,1960.0
DACA,2,en,9.5,13.7,496.9,510.6,10212.0,1276.5
DACA,2,en,13.0,21.3,575.0,596.3,11926.0,1490.8
permanent_resident,3,en,13.0,14.0,337.1,351.1,7022.0,877.8
citizen,1,es,7.0,11.5,383.2,394.7,7894.0,986.8
citizen,3,en,11.33,4.9,268.0,272.9,5458.0,682.2
DACA,2,es,10.5,30.7,723.4,754.1,15082.0,1885.2
citizen,5,es,12.0,22.0,344.0,366.0,7320.0,915.0
DACA,1,en,9.0,15.1,528.7,543.8,10876.0,1359.5
citizen,3,es,10.0,8.0,401.3,409.3,8186.0,1023.2
citizen,4,en,13.25,14.1,238.7,252.8,5056.0,632.0
citizen,3,es,13.0,25.5,375.8,401.3,8026.0,1003.2
citizen,3,es,12.33,18.6,369.5,388.1,7762.0,970.2
citizen,3,es,10.0,14.4,427.4,441.8,8836.0,1104.5
undocumented,4,en,12.75,19.5,726.8,746.3,14926.0,1865.8
citizen,1,en,18.0,25.6,262.3,287.9,5758.0,719.8
undocumented,4,en,12.0,30.7,710.3,741.0,14820.0,1852.5
permanent_resident,4,es,12.0,23.6,476.5,500.1,10002.0,1250.2
permanent_resident,2,en,10.5,11.2,353.6,364.8,7296.0,912.0
undocumented,2,en,13.0,28.9,749.2,778.1,15562.0,1945.2
undocumented,1,es,14.0,47.9,1031.6,1079.5,21590.0,2698.8
DACA,2,en,16.0,18.1,526.9,545.0,10900.0,1362.5
citizen,4,es,11.5,18.1,358.0,376.1,7522.0,940.2
DACA,2,es,15.0,34.5,709.4,743.9,14878.0,1859.8
citizen,3,en,13.0,17.2,166.3,183.5,3670.0,458.8
undocumented,5,en,12.0,14.8,774.3,789.1,15782.0,1972.8
undocumented,4,es,10.5,37.7,1033.5,1071.2,21424.0,2678.0
permanent_resident,1,en,14.0,19.9,354.2,374.1,7482.0,935.2
permanent_resident,1,en,7.0,12.1,331.7,343.8,6876.0,859.5
DACA,2,es,12.5,33.0,702.6,735.6,14712.0,1839.0
DACA,1,es,12.0,26.7,710.3,737.0,14740.0,1842.5
DACA,2,es,13.5,34.3,689.3,723.6,14472.0,1809.0
undocumented,2,es,13.5,42.3,1034.7,1077.0,21540.0,2692.5
undocumented,2,es,11.5,42.1,1015.6,1057.7,21154.0,2644.2
DACA,4,en,11.5,19.0,521.5,540.5,10810.0,1351.2
undocumented,1,en,9.0,24.6,728.1,752.7,15054.0,1881.8
DACA,2,en,10.5,18.8,495.4,514.2,10284.0,1285.5
DACA,4,es,13.25,33.4,723.2,756.6,15132.0,1891.5
DACA,1,en,9.0,9.6,610.5,620.1,12402.0,1550.2
undocumented,4,es,10.5,38.4,1044.6,1083.0,21660.0,2707.5
permanent_resident,2,es,8.0,19.9,560.2,580.1,11602.0,1450.2
citizen,1,en,9.0,1.0,266.1,267.1,5342.0,667.8
permanent_resident,1,en,7.0,8.1,347.6,355.7,7114.0,889.2
permanent_resident,3,es,12.33,29.9,455.1,485.0,9700.0,1212.5
undocumented,4,es,12.75,41.5,1048.0,1089.5,21790.0,2723.8
DACA,1,es,14.0,36.4,705.3,741.7,14834.0,1854.2
DACA,1,en,12.0,20.0,507.0,527.0,10540.0,1317.5
citizen,2,es,9.5,14.2,422.4,436.6,8732.0,1091.5
permanent_resident,5,en,12.0,12.6,344.0,356.6,7132.0,891.5
permanent_resident,2,en,10.5,17.9,369.6,387.5,7750.0,968.8
citizen,2,es,9.5,18.2,353.4,371.6,7432.0,929.0
DACA,3,en,13.0,25.4,591.7,617.1,12342.0,1542.8
undocumented,5,en,12.0,38.0,738.5,776.5,15530.0,1941.2
undocumented,5,en,12.0,27.3,781.1,808.4,16168.0,2021.0
undocumented,1,es,14.0,41.0,1065.5,1106.5,22130.0,2766.2
permanent_resident,4,es,10.5,21.5,485.2,506.7,10134.0,1266.8
citizen,1,en,18.0,16.3,279.5,295.8,5916.0,739.5
permanent_resident,5,en,12.0,9.2,341.7,350.9,7018.0,877.2
permanent_resident,2,es,10.5,24.5,501.4,525.9,10518.0,1314.8
citizen,3,en,10.0,1.0,261.0,262.0,5240.0,655.0
DACA,2,es,10.5,29.5,702.9,732.4,14648.0,1831.0
permanent_resident,5,en,12.0,19.9,357.4,377.3,7546.0,943.2
DACA,2,en,12.5,16.4,508.3,524.7,10494.0,1311.8
undocumented,5,en,12.0,27.0,738.4,765.4,15308.0,1913.5
citizen,1,en,9.0,9.9,224.4,234.3,4686.0,585.8
undocumented,3,es,13.67,40.0,1055.0,1095.0,21900.0,2737.5
citizen,1,en,9.0,6.8,277.7,284.5,5690.0,711.2
undocumented,1,en,14.0,32.7,736.9,769.6,15392.0,1924.0
permanent_resident,1,en,14.0,19.8,328.6,348.4,6968.0,871.0
undocumented,4,en,11.5,22.7,734.0,756.7,15134.0,1891.8
DACA,2,es,13.0,25.9,670.9,696.8,13936.0,1742.0
DACA,2,es,9.5,22.8,712.4,735.2,14704.0,1838.0
citizen,3,en,13.0,15.4,255.0,270.4,5408.0,676.0
permanent_resident,3,en,9.33,13.8,325.3,339.1,6782.0,847.8
undocumented,4,es,12.75,46.4,1053.7,1100.1,22002.0,2750.2
DACA,2,en,10.5,27.4,490.2,517.6,10352.0,1294.0
permanent_resident,2,es,13.5,24.7,490.4,515.1,10302.0,1287.8
DACA,3,es,14.67,37.5,689.0,726.5,14530.0,1816.2
undocumented,4,es,11.5,35.4,1060.6,1096.0,21920.0,2740.0
undocumented,2,es,10.5,29.1,903.5,932.6,18652.0,2331.5
citizen,2,en,10.5,9.7,292.7,302.4,6048.0,756.0
DACA,4,es,13.25,33.7,704.3,738.0,14760.0,1845.0
DACA,1,es,7.0,22.4,737.1,759.5,15190.0,1898.8
DACA,2,es,13.0,31.2,741.3,772.5,15450.0,1931.2
citizen,3,es,11.0,23.2,367.4,390.6,7812.0,976.5
undocumented,3,en,11.67,28.1,731.6,759.7,15194.0,1899.2
DACA,3,es,11.0,28.4,723.0,751.4,15028.0,1878.5
citizen,1,en,18.0,18.8,266.2,285.0,5700.0,712.5
citizen,4,es,12.75,19.8,363.0,382.8,7656.0,957.0
citizen,1,en,12.0,12.0,249.8,261.8,5236.0,654.5
permanent_resident,3,es,9.33,20.8,452.9,473.7,9474.0,1184.2
citizen,3,en,13.0,13.7,268.7,282.4,5648.0,706.0
DACA,1,en,18.0,32.5,507.4,539.9,10798.0,1349.8
permanent_resident,5,es,12.0,21.8,541.0,562.8,11256.0,1407.0
undocumented,1,es,9.0,32.5,1052.9,1085.4,21708.0,2713.5
citizen,3,en,13.0,14.0,271.7,285.7,5714.0,714.2
permanent_resident,4,en,11.5,14.5,355.7,370.2,7404.0,925.5
permanent_resident,3,en,9.33,15.4,366.0,381.4,7628.0,953.5
citizen,2,es,13.0,22.3,402.7,425.0,8500.0,1062.5
DACA,1,es,12.0,30.8,809.9,840.7,16814.0,2101.8
citizen,2,en,11.5,13.8,238.3,252.1,5042.0,630.2
DACA,2,es,13.0,28.7,743.5,772.2,15444.0,1930.5
citizen,5,es,12.0,18.4,491.3,509.7,10194.0,1274.2
DACA,3,es,13.0,30.9,706.9,737.8,14756.0,1844.5
undocumented,5,es,12.0,38.4,1029.1,1067.5,21350.0,2668.8
citizen,2,es,12.5,21.7,322.7,344.4,6888.0,861.0
citizen,4,es,13.25,21.8,372.7,394.5,7890.0,986.2
citizen,1,es,18.0,20.5,380.3,400.8,8016.0,1002.0
citizen,2,es,10.5,23.3,370.1,393.4,7868.0,983.5
DACA,2,es,10.5,27.7,726.7,754.4,15088.0,1886.0
citizen,1,en,9.0,10.3,259.1,269.4,5388.0,673.5
citizen,5,en,12.0,12.9,229.2,242.1,4842.0,605.2
DACA,2,en,10.5,32.5,519.4,551.9,11038.0,1379.8
permanent_resident,4,es,13.25,26.6,483.6,510.2,10204.0,1275.5
DACA,2,es,8.0,19.2,721.6,740.8,14816.0,1852.0
undocumented,2,en,13.5,33.7,657.5,691.2,13824.0,1728.0
permanent_resident,3,es,11.33,27.7,456.8,484.5,9690.0,1211.2
citizen,3,es,11.67,20.2,393.6,413.8,8276.0,1034.5
permanent_resident,1,es,7.0,18.7,479.7,498.4,9968.0,1246.0
permanent_resident,4,en,12.75,21.6,351.2,372.8,7456.0,932.0
permanent_resident,2,es,9.5,22.4,478.3,500.7,10014.0,1251.8
DACA,3,en,12.33,19.2,462.6,481.8,9636.0,1204.5
citizen,2,es,10.5,19.7,360.7,380.4,7608.0,951.0
DACA,3,es,11.33,31.4,678.6,710.0,14200.0,1775.0
permanent_resident,4,es,13.25,28.6,480.1,508.7,10174.0,1271.8
citizen,1,es,9.0,17.0,362.3,379.3,7586.0,948.2
undocumented,2,es,13.0,46.6,1058.2,1104.8,22096.0,2762.0
permanent_resident,3,en,11.67,18.8,346.5,365.3,7306.0,913.2
DACA,2,en,10.5,17.6,450.8,468.4,9368.0,1171.0
undocumented,5,es,12.0,33.2,1047.5,1080.7,21614.0,2701.8
DACA,1,es,9.0,25.8,710.3,736.1,14722.0,1840.2
permanent_resident,1,es,12.0,22.5,547.9,570.4,11408.0,1426.0
DACA,2,es,10.5,28.4,716.7,745.1,14902.0,1862.8
permanent_resident,2,en,10.5,9.5,340.0,349.5,6990.0,873.8
undocumented,5,es,12.0,36.7,1024.7,1061.4,21228.0,2653.5
undocumented,4,es,10.5,35.1,1048.3,1083.4,21668.0,2708.5
undocumented,5,es,12.0,35.1,1041.5,1076.6,21532.0,2691.5
citizen,3,en,13.0,9.0,344.8,353.8,7076.0,884.5
undocumented,4,en,10.5,27.7,720.2,747.9,14958.0,1869.8
permanent_resident,3,en,13.0,16.3,343.8,360.1,7202.0,900.2
undocumented,1,es,9.0,30.4,1041.0,1071.4,21428.0,2678.5
citizen,3,es,14.67,23.7,335.5,359.2,7184.0,898.0
permanent_resident,2,en,8.0,13.9,351.8,365.7,7314.0,914.2
permanent_resident,3,es,11.0,27.8,533.0,560.8,11216.0,1402.0
undocumented,5,en,12.0,29.3,745.2,774.5,15490.0,1936.2
citizen,3,en,10.0,9.7,237.8,247.5,4950.0,618.8
undocumented,1,es,9.0,27.9,1054.8,1082.7,21654.0,2706.8
undocumented,2,es,13.5,39.9,996.9,1036.8,20736.0,2592.0
citizen,1,es,18.0,17.9,448.9,466.8,9336.0,1167.0
undocumented,2,en,10.5,23.0,744.0,767.0,15340.0,1917.5
permanent_resident,4,es,12.0,25.4,559.6,585.0,11700.0,1462.5
citizen,3,es,11.33,18.6,368.6,387.2,7744.0,968.0
permanent_resident,4,es,10.5,15.3,463.7,479.0,9580.0,1197.5
permanent_resident,5,en,12.0,8.3,339.8,348.1,6962.0,870.2
permanent_resident,3,es,13.0,23.9,494.4,518.3,10366.0,1295.8
permanent_resident,1,es,9.0,24.3,454.0,478.3,9566.0,1195.8
undocumented,2,en,15.0,36.7,727.3,764.0,15280.0,1910.0
permanent_resident,3,es,11.67,22.1,410.6,432.7,8654.0,1081.8
permanent_resident,3,en,13.0,19.5,270.9,290.4,5808.0,726.0
DACA,1,en,18.0,34.6,493.3,527.9,10558.0,1319.8
DACA,2,es,9.5,21.6,700.6,722.2,14444.0,1805.5
DACA,4,es,11.5,28.3,714.4,742.7,14854.0,1856.8
permanent_resident,3,en,11.0,3.1,330.9,334.0,6680.0,835.0
undocumented,1,en,9.0,21.0,794.2,815.2,16304.0,2038.0
DACA,2,es,15.0,26.1,735.3,761.4,15228.0,1903.5
citizen,1,es,9.0,18.7,375.1,393.8,7876.0,984.5
undocumented,1,en,9.0,19.4,816.3,835.7,16714.0,2089.2
permanent_resident,1,en,12.0,19.1,337.6,356.7,7134.0,891.8
permanent_resident,5,en,12.0,14.2,371.5,385.7,7714.0,964.2
permanent_resident,1,es,18.0,30.3,493.0,523.3,10466.0,1308.2
citizen,1,es,9.0,14.3,312.2,326.5,6530.0,816.2
DACA,3,en,13.0,24.9,531.7,556.6,11132.0,1391.5
DACA,1,en,12.0,19.1,530.0,549.1,10982.0,1372.8
permanent_resident,1,es,9.0,21.8,505.3,527.1,10542.0,1317.8
citizen,3,en,12.33,16.1,266.3,282.4,5648.0,706.0
permanent_resident,5,es,12.0,21.0,640.0,661.0,13220.0,1652.5
permanent_resident,2,en,12.5,19.2,342.3,361.5,7230.0,903.8
DACA,1,es,7.0,18.9,702.2,721.1,14422.0,1802.8
permanent_resident,5,es,12.0,26.4,508.7,535.1,10702.0,1337.8
citizen,4,en,11.5,7.8,275.7,283.5,5670.0,708.8
DACA,1,en,9.0,16.0,545.8,561.8,11236.0,1404.5
citizen,1,es,9.0,16.1,366.3,382.4,7648.0,956.0
DACA,3,es,9.33,26.3,706.8,733.1,14662.0,1832.8
permanent_resident,2,en,10.5,9.2,338.5,347.7,6954.0,869.2
DACA,3,es,13.0,32.8,706.8,739.6,14792.0,1849.0
DACA,3,es,13.67,31.4,802.4,833.8,16676.0,2084.5
permanent_resident,3,es,12.33,27.7,450.6,478.3,9566.0,1195.8
undocumented,3,en,13.67,32.5,767.0,799.5,15990.0,1998.8
DACA,2,en,12.5,23.0,522.8,545.8,10916.0,1364.5
citizen,5,en,12.0,11.9,197.4,209.3,4186.0,523.2
permanent_resident,2,en,10.5,15.8,346.9,362.7,7254.0,906.8
citizen,3,es,11.33,31.2,357.5,388.7,7774.0,971.8
permanent_resident,2,es,10.5,16.3,486.0,502.3,10046.0,1255.8
citizen,1,en,18.0,15.5,265.7,281.2,5624.0,703.0
undocumented,2,es,11.5,41.3,1020.9,1062.2,21244.0,2655.5
undocumented,1,es,9.0,24.8,1018.2,1043.0,20860.0,2607.5
permanent_resident,1,en,18.0,22.3,364.8,387.1,7742.0,967.8
undocumented,4,en,11.5,27.0,761.4,788.4,15768.0,1971.0
DACA,2,en,12.5,20.1,473.3,493.4,9868.0,1233.5
permanent_resident,3,es,13.67,26.6,490.3,516.9,10338.0,1292.2
citizen,2,es,16.0,25.9,399.6,425.5,8510.0,1063.8
citizen,4,es,10.5,14.7,386.5,401.2,8024.0,1003.0
DACA,2,en,13.0,17.9,489.0,506.9,10138.0,1267.2
permanent_resident,3,es,11.67,13.5,536.6,550.1,11002.0,1375.2
DACA,2,en,13.5,26.1,518.0,544.1,10882.0,1360.2
citizen,4,en,11.5,13.8,256.1,269.9,5398.0,674.8
permanent_resident,5,en,12.0,15.4,366.9,382.3,7646.0,955.8
undocumented,5,es,12.0,35.8,1019.9,1055.7,21114.0,2639.2
permanent_resident,4,es,12.0,23.1,494.8,517.9,10358.0,1294.8
undocumented,4,es,11.5,33.6,1060.5,1094.1,21882.0,2735.2
citizen,1,es,18.0,24.9,348.4,373.3,7466.0,933.2
citizen,1,en,9.0,12.2,237.3,249.5,4990.0,623.8
permanent_resident,1,es,14.0,26.1,465.9,492.0,9840.0,1230.0
DACA,4,es,13.25,30.5,732.1,762.6,15252.0,1906.5
citizen,3,en,13.0,9.4,298.9,308.3,6166.0,770.8
permanent_resident,4,es,12.75,26.1,507.8,533.9,10678.0,1334.8
citizen,1,es,7.0,18.7,366.5,385.2,7704.0,963.0
citizen,5,es,12.0,18.1,380.5,398.6,7972.0,996.5
DACA,2,en,15.0,25.8,503.1,528.9,10578.0,1322.2
undocumented,4,es,13.25,40.7,1036.0,1076.7,21534.0,2691.8
permanent_resident,1,es,7.0,18.8,489.5,508.3,10166.0,1270.8
citizen,3,es,13.0,21.3,448.0,469.3,9386.0,1173.2
permanent_resident,1,en,12.0,15.9,340.9,356.8,7136.0,892.0
permanent_resident,3,en,12.33,14.2,344.9,359.1,7182.0,897.8
permanent_resident,1,es,14.0,23.1,491.2,514.3,10286.0,1285.8
permanent_resident,4,es,13.25,25.4,489.8,515.2,10304.0,1288.0
undocumented,3,es,13.0,39.9,1029.2,1069.1,21382.0,2672.8
citizen,4,en,13.25,4.7,249.4,254.1,5082.0,635.2
permanent_resident,1,en,7.0,8.7,352.8,361.5,7230.0,903.8
undocumented,3,en,11.33,16.9,683.6,700.5,14010.0,1751.2
DACA,2,es,9.5,24.4,725.7,750.1,15002.0,1875.2
permanent_resident,4,en,12.0,18.7,322.9,341.6,6832.0,854.0
permanent_resident,1,en,7.0,3.0,356.2,359.2,7184.0,898.0
undocumented,2,es,16.0,52.8,1033.5,1086.3,21726.0,2715.8
permanent_resident,4,es,12.0,25.6,499.5,525.1,10502.0,1312.8
permanent_resident,3,es,11.67,23.0,492.7,515.7,10314.0,1289.2
DACA,5,en,12.0,22.0,532.9,554.9,11098.0,1387.2
undocumented,4,es,12.0,37.1,1129.9,1167.0,23340.0,2917.5
undocumented,3,en,11.0,23.4,759.9,783.3,15666.0,1958.2
permanent_resident,2,en,13.0,22.1,371.9,394.0,7880.0,985.0
citizen,3,en,13.0,22.6,244.3,266.9,5338.0,667.2
undocumented,2,en,9.5,22.1,704.6,726.7,14534.0,1816.8
permanent_resident,2,en,10.5,12.9,356.5,369.4,7388.0,923.5
undocumented,2,es,12.5,39.9,1087.8,1127.7,22554.0,2819.2
undocumented,2,en,13.5,34.9,738.9,773.8,15476.0,1934.5
undocumented,3,es,10.0,32.8,1057.9,1090.7,21814.0,2726.8
undocumented,4,en,13.25,30.5,759.2,789.7,15794.0,1974.2
citizen,4,es,13.25,19.5,446.8,466.3,9326.0,1165.8
citizen,1,en,18.0,18.6,253.4,272.0,5440.0,680.0
DACA,3,en,9.33,14.7,477.9,492.6,9852.0,1231.5
citizen,2,es,11.5,16.8,430.4,447.2,8944.0,1118.0
citizen,3,es,12.33,19.2,372.7,391.9,7838.0,979.8
DACA,3,en,14.67,24.3,493.9,518.2,10364.0,1295.5
citizen,2,en,12.5,8.4,272.4,280.8,5616.0,702.0
DACA,1,es,9.0,24.7,705.4,730.1,14602.0,1825.2
undocumented,2,es,10.5,36.2,1026.6,1062.8,21256.0,2657.0
DACA,3,en,11.67,22.1,563.8,585.9,11718.0,1464.8
DACA,2,es,16.0,37.0,698.6,735.6,14712.0,1839.0
permanent_resident,1,en,9.0,9.0,350.2,359.2,7184.0,898.0
permanent_resident,1,es,7.0,14.5,485.2,499.7,9994.0,1249.2
undocumented,2,es,15.0,42.8,1056.7,1099.5,21990.0,2748.8
undocumented,3,en,13.67,33.7,714.1,747.8,14956.0,1869.5
permanent_resident,3,es,11.33,35.5,471.3,506.8,10136.0,1267.0
undocumented,1,es,14.0,41.8,1043.5,1085.3,21706.0,2713.2
undocumented,1,es,7.0,22.6,1007.5,1030.1,20602.0,2575.2
permanent_resident,2,es,10.5,24.7,494.1,518.8,10376.0,1297.0
undocumented,1,en,14.0,36.4,759.4,795.8,15916.0,1989.5
undocumented,1,es,14.0,43.5,1033.4,1076.9,21538.0,2692.2
DACA,1,en,9.0,20.6,487.1,507.7,10154.0,1269.2
DACA,2,es,15.0,36.0,701.9,737.9,14758.0,1844.8
undocumented,3,es,11.33,35.3,1041.7,1077.0,21540.0,2692.5
DACA,3,es,11.0,34.4,694.9,729.3,14586.0,1823.2
undocumented,3,es,11.33,38.3,1033.0,1071.3,21426.0,2678.2
citizen,1,es,14.0,22.5,375.4,397.9,7958.0,994.8
DACA,5,es,12.0,24.6,748.7,773.3,15466.0,1933.2
citizen,4,es,13.25,22.8,374.1,396.9,7938.0,992.2
DACA,4,en,12.0,21.6,473.6,495.2,9904.0,1238.0
permanent_resident,1,es,7.0,10.6,454.8,465.4,9308.0,1163.5
citizen,3,en,13.0,9.9,241.5,251.4,5028.0,628.5
DACA,3,es,11.67,29.1,706.8,735.9,14718.0,1839.8
citizen,2,es,9.5,18.1,431.6,449.7,8994.0,1124.2
citizen,5,es,12.0,20.3,377.8,398.1,7962.0,995.2
permanent_resident,5,es,12.0,23.9,489.2,513.1,10262.0,1282.8
citizen,2,es,8.0,13.5,375.4,388.9,7778.0,972.2
permanent_resident,5,en,12.0,14.8,367.7,382.5,7650.0,956.2
permanent_resident,5,es,12.0,23.4,476.5,499.9,9998.0,1249.8
permanent_resident,2,es,12.5,14.1,475.5,489.6,9792.0,1224.0
DACA,2,en,8.0,12.6,504.6,517.2,10344.0,1293.0
